name,description,category,price_pence
Kingsmill Burger Buns 6 pack,Kingsmill Burger Buns 6 pack is a good kitchen performance bakery option well suited to afternoon snacks with easy shelf or fridge placement listed at £7.97,Bakery,797
Birds Eye Sweetcorn 1kg,Birds Eye Sweetcorn 1kg is a practical everyday use frozen choice a strong pick for family film nights with repeat buy reliability running at £2.24,Frozen Food,224
KP Dry Roasted Peanuts 250g,KP Dry Roasted Peanuts 250g is a smart store cupboard choice snack item commonly used in weekend sharing with steady everyday performance currently at £3.55,Treats & Snacks,355
Cow and Gate Follow On Milk 800g,Cow and Gate Follow On Milk 800g is a solid family option baby and toddler product built around daily little one care with straightforward prep offered at £13.62,Baby & Toddler,1362
Sure Men Invisible Ice Deodorant 250ml,Sure Men Invisible Ice Deodorant 250ml is a good kitchen performance personal care product a practical choice for weekend reset with clear usage expectations at £10.08,Health & Beauty,1008
Natures Menu Dog Food Tins 6 pack,Natures Menu Dog Food Tins 6 pack is a practical everyday use pet care line especially handy for treat rewards with good value balance coming in at £17.97,Pets,1797
Mr Muscle Kitchen Cleaner 500ml,Mr Muscle Kitchen Cleaner 500ml is a smart store cupboard choice household cleaner or utility item often selected for daily tidy ups with easy shelf or fridge placement shown at £9.80,Household & Cleaning,980
Heinz Tomato Ketchup 460g,Heinz Tomato Ketchup 460g is a balanced profile pantry line often selected for meal planning with simple home handling listed at £7.29,Groceries & Essentials,729
Sainsburys Seedless Grapes 500g,Sainsburys Seedless Grapes 500g is a reliable format fresh selection reliable across quick kitchen prep with consistent in home results running at £2.49,Fresh Food,249
Tesco Bakery Butter Croissants 4 pack,Tesco Bakery Butter Croissants 4 pack is a easy repeat buy bakery option easy to use in toast mornings with familiar shopper confidence currently at £3.26,Bakery,326
Morrisons Frozen Spinach 1kg,Morrisons Frozen Spinach 1kg is a steady value frozen choice designed for last minute suppers with useful household fit offered at £2.62,Frozen Food,262
Foxs Chocolatey Rounds 130g,Foxs Chocolatey Rounds 130g is a balanced profile snack item good for party bowls with a practical pack size at £5.95,Treats & Snacks,595
Aptamil Toddler Milk 1 Plus 800g,Aptamil Toddler Milk 1 Plus 800g is a reliable format baby and toddler product ideal for bedtime routines with dependable storage life coming in at £10.42,Baby & Toddler,1042
Nivea Men Sensitive Post Shave Balm 100ml,Nivea Men Sensitive Post Shave Balm 100ml is a easy repeat buy personal care product well suited to home hygiene routines with simple home handling shown at £12.15,Health & Beauty,1215
Petface Cat Toy Ball Set 4 pack,Petface Cat Toy Ball Set 4 pack is a steady value pet care line a strong pick for fussy eater support with consistent in home results set at £7.75,Pets,775
Domestos Thick Bleach Original 750ml,Domestos Thick Bleach Original 750ml is a balanced profile household cleaner or utility item commonly used in kitchen clean downs with familiar shopper confidence ticketed at £16.32,Household & Cleaning,1632
Co-op Sunflower Oil 1L,Co-op Sunflower Oil 1L is a trusted quality pantry line commonly used in family meals with good value balance currently at £6.04,Groceries & Essentials,604
Sainsburys Pork Sausages 8 pack,Sainsburys Pork Sausages 8 pack is a dependable household fit fresh selection built around fresh snacking with easy shelf or fridge placement offered at £8.71,Fresh Food,871
Tesco Bakery White Sourdough Loaf 500g,Tesco Bakery White Sourdough Loaf 500g is a consistent results bakery option a practical choice for grab and go bites with repeat buy reliability at £5.83,Bakery,583
Tesco Mixed Vegetables 1kg,Tesco Mixed Vegetables 1kg is a well matched portioning frozen choice especially handy for quick comfort food with steady everyday performance coming in at £3.34,Frozen Food,334
Kinder Bueno 5 pack,Kinder Bueno 5 pack is a trusted quality snack item often selected for movie nights with straightforward prep shown at £4.58,Treats & Snacks,458
Kendamil Organic Follow On Milk 800g,Kendamil Organic Follow On Milk 800g is a dependable household fit baby and toddler product reliable across travel kits with clear usage expectations set at £13.48,Baby & Toddler,1348
Head and Shoulders Classic Clean Shampoo 500ml,Head and Shoulders Classic Clean Shampoo 500ml is a consistent results personal care product easy to use in travel wash bag with good value balance ticketed at £1.78,Health & Beauty,178
Purina DentaLife Large Dog Chews 7 pack,Purina DentaLife Large Dog Chews 7 pack is a well matched portioning pet care line designed for training sessions with easy shelf or fridge placement priced at £5.82,Pets,582
Lenor Fabric Conditioner Spring 1.05L,Lenor Fabric Conditioner Spring 1.05L is a trusted quality household cleaner or utility item good for routine housework with repeat buy reliability valued at £10.33,Household & Cleaning,1033
Heinz Baked Beans 415g tin,Heinz Baked Beans 415g tin is a smart store cupboard choice pantry line good for lunch prep with consistent in home results at £5.91,Groceries & Essentials,591
ASDA Cherry Tomatoes 330g,ASDA Cherry Tomatoes 330g is a solid family option fresh selection ideal for lunchbox planning with familiar shopper confidence coming in at £5.12,Fresh Food,512
Tesco Bakery Chocolate Muffins 4 pack,Tesco Bakery Chocolate Muffins 4 pack is a good kitchen performance bakery option well suited to burger nights with useful household fit shown at £6.80,Bakery,680
Linda McCartney Vegetarian Sausages 400g,Linda McCartney Vegetarian Sausages 400g is a practical everyday use frozen choice a strong pick for portion controlled prep with a practical pack size set at £10.12,Frozen Food,1012
Cadbury Mini Rolls 10 pack,Cadbury Mini Rolls 10 pack is a smart store cupboard choice snack item commonly used in sweet and savoury breaks with dependable storage life ticketed at £7.35,Treats & Snacks,735
Huggies Pure Baby Wipes 56 pack,Huggies Pure Baby Wipes 56 pack is a solid family option baby and toddler product built around nappy changes with simple home handling priced at £18.90,Baby & Toddler,1890
Gillette Series Shave Gel Sensitive 200ml,Gillette Series Shave Gel Sensitive 200ml is a good kitchen performance personal care product a practical choice for before work prep with consistent in home results valued at £13.70,Health & Beauty,1370
Lily Kitchen Woofbrush Dental Chew 7 pack,Lily Kitchen Woofbrush Dental Chew 7 pack is a practical everyday use pet care line especially handy for active pet days with familiar shopper confidence marked at £8.84,Pets,884
Mr Muscle Kitchen Cleaner 500ml,Mr Muscle Kitchen Cleaner 500ml is a smart store cupboard choice household cleaner or utility item often selected for family home upkeep with useful household fit listed at £4.32,Household & Cleaning,432
Princes Tuna Chunks 4 pack,Princes Tuna Chunks 4 pack is a balanced profile pantry line often selected for value focused shops with easy shelf or fridge placement shown at £4.66,Groceries & Essentials,466
M&S Broccoli Florets 300g,M&S Broccoli Florets 300g is a reliable format fresh selection reliable across salad bowls with repeat buy reliability set at £5.55,Fresh Food,555
Tesco Bakery Chocolate Muffins 4 pack,Tesco Bakery Chocolate Muffins 4 pack is a easy repeat buy bakery option easy to use in afternoon snacks with steady everyday performance ticketed at £5.16,Bakery,516
Birds Eye Southern Fried Chicken 710g,Birds Eye Southern Fried Chicken 710g is a steady value frozen choice designed for family film nights with straightforward prep priced at £2.52,Frozen Food,252
KP Dry Roasted Peanuts 250g,KP Dry Roasted Peanuts 250g is a balanced profile snack item good for weekend sharing with clear usage expectations valued at £3.68,Treats & Snacks,368
Pampers Harmonie Nappies Size 3 31 pack,Pampers Harmonie Nappies Size 3 31 pack is a reliable format baby and toddler product ideal for daily little one care with good value balance marked at £10.91,Baby & Toddler,1091
Head and Shoulders Classic Clean Shampoo 500ml,Head and Shoulders Classic Clean Shampoo 500ml is a easy repeat buy personal care product well suited to weekend reset with easy shelf or fridge placement listed at £3.71,Health & Beauty,371
Lily Kitchen Woofbrush Dental Chew 7 pack,Lily Kitchen Woofbrush Dental Chew 7 pack is a steady value pet care line a strong pick for treat rewards with repeat buy reliability running at £9.60,Pets,960
Mr Muscle Kitchen Cleaner 500ml,Mr Muscle Kitchen Cleaner 500ml is a balanced profile household cleaner or utility item commonly used in daily tidy ups with steady everyday performance currently at £7.82,Household & Cleaning,782
Heinz Baked Beans 415g tin,Heinz Baked Beans 415g tin is a trusted quality pantry line commonly used in meal planning with familiar shopper confidence ticketed at £2.36,Groceries & Essentials,236
Waitrose Blueberries 250g,Waitrose Blueberries 250g is a dependable household fit fresh selection built around quick kitchen prep with useful household fit priced at £4.46,Fresh Food,446
New York Bakery Original Bagels 5 pack,New York Bakery Original Bagels 5 pack is a consistent results bakery option a practical choice for toast mornings with a practical pack size valued at £6.50,Bakery,650
Birds Eye Steamfresh Broccoli 540g,Birds Eye Steamfresh Broccoli 540g is a well matched portioning frozen choice especially handy for last minute suppers with dependable storage life marked at £6.61,Frozen Food,661
Foxs Chocolatey Rounds 130g,Foxs Chocolatey Rounds 130g is a trusted quality snack item often selected for party bowls with simple home handling listed at £2.76,Treats & Snacks,276
Johnsons Baby Cotton Buds 100 pack,Johnsons Baby Cotton Buds 100 pack is a dependable household fit baby and toddler product reliable across bedtime routines with consistent in home results running at £15.35,Baby & Toddler,1535
Tresemme Moisture Rich Conditioner 680ml,Tresemme Moisture Rich Conditioner 680ml is a consistent results personal care product easy to use in home hygiene routines with familiar shopper confidence currently at £4.11,Health & Beauty,411
Catsan Hygiene Cat Litter 10L,Catsan Hygiene Cat Litter 10L is a well matched portioning pet care line designed for fussy eater support with useful household fit offered at £14.12,Pets,1412
Method Anti Bac Cleaner Wild Rhubarb 828ml,Method Anti Bac Cleaner Wild Rhubarb 828ml is a trusted quality household cleaner or utility item good for kitchen clean downs with a practical pack size at £15.95,Household & Cleaning,1595
Tesco Long Grain Rice 1kg,Tesco Long Grain Rice 1kg is a smart store cupboard choice pantry line good for family meals with repeat buy reliability valued at £6.91,Groceries & Essentials,691
Co-op Baby Spinach 200g,Co-op Baby Spinach 200g is a solid family option fresh selection ideal for fresh snacking with steady everyday performance marked at £8.37,Fresh Food,837
